Task_ID,Parsed_Intent,Action_Taken,Base_Reward,Total_Reward,Timestamp,Confidence_Score,User_Feedback,Suggested_Correct_Action,Sigmoid_Confidence,Softmax_Confidence,Ranking_Confidence,Follow_up_Task,Follow_up_Accepted,Follow_up_Reward,Chosen_Q_Value,Mean_Other_Q_Values
2-7,play,close,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
2-8,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
2-9,check,mute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
2-10,mute,set_dnd,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
2-11,screenshot,screenshot,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,unmute,0,0.5,0.5,,False,0,0,0
2-12,play,close,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
2-13,set,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
2-14,take,play,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,screenshot,0,0.5,0.5,,False,0,0,0
2-15,open,open,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-1,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-2,check,mute,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,open,0,0.5,0.5,,False,0,0,0
3-3,mute,set_dnd,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-4,take,open,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-5,set,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-6,unmute,open,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-7,play,close,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,screenshot,0,0.5,0.5,,False,0,0,0
3-8,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-9,check,mute,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,screenshot,0,0.5,0.5,,False,0,0,0
3-10,mute,open,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,open,0,0.5,0.5,,False,0,0,0
3-11,screenshot,screenshot,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,close,0,0.5,0.5,,False,0,0,0
3-12,play,close,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,close,0,0.5,0.5,,False,0,0,0
3-13,set,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
3-14,take,play,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,close,0,0.5,0.5,,False,0,0,0
3-15,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-1,open,unmute,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,open,0,0.5,0.5,,False,0,0,0
4-2,check,mute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-3,mute,set_dnd,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-4,take,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-5,set,unmute,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,screenshot,0,0.5,0.5,,False,0,0,0
4-6,unmute,open,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,close,0,0.5,0.5,,False,0,0,0
4-7,play,close,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-8,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-9,check,mute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-10,mute,set_dnd,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,close,0,0.5,0.5,,False,0,0,0
4-11,screenshot,screenshot,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,screenshot,0,0.5,0.5,,False,0,0,0
4-12,play,open,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,close,0,0.5,0.5,,False,0,0,0
4-13,set,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
4-14,take,screenshot,-1,-1,2025-09-24T13:40:43,0.5,👎 Incorrect,unmute,0,0.5,0.5,,False,0,0,0
4-15,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-1,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-2,check,mute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-3,mute,set_dnd,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-4,take,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-5,set,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-6,unmute,screenshot,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-7,play,close,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-8,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-9,check,mute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-10,mute,set_dnd,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-11,screenshot,screenshot,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-12,play,close,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-13,set,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-14,take,play,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
5-15,open,unmute,2,2,2025-09-24T13:40:43,0.5,👍 Correct,,0,0.5,0.5,,False,0,0,0
